product,year_range,supplier_group,total_volume
cylinder_block,2021-2025,YSK Corporation,1381
disc_brake_(pad),2005-2010,ADVICS,11507
disc_brake_(pad),2005-2010,Aisin,312
disc_brake_(pad),2005-2010,Akebono Brake Industry,49851
disc_brake_(pad),2005-2010,Brembo,2676
disc_brake_(pad),2005-2010,Federal-Mogul,6403
disc_brake_(pad),2005-2010,Garrett Motion,16598
disc_brake_(pad),2005-2010,Hitachi,10702
disc_brake_(pad),2005-2010,ITT,17592
disc_brake_(pad),2005-2010,Nisshinbo,44667
disc_brake_(pad),2005-2010,Taiwan Brake Technology Corporation,1037
disc_brake_(pad),2005-2010,TMD Friction Holdings GmbH,5526
disc_brake_(pad),2011-2015,ADVICS,51937
disc_brake_(pad),2011-2015,Akebono Brake Industry,74703
disc_brake_(pad),2011-2015,Aptiv,403
disc_brake_(pad),2011-2015,Brembo,3204
disc_brake_(pad),2011-2015,Continental,805
disc_brake_(pad),2011-2015,"Dongying Xinyi Automobile Fitting Co., Ltd.",5452
disc_brake_(pad),2011-2015,Federal-Mogul,13524
disc_brake_(pad),2011-2015,"Foshan J.B. Automotive Products Co., Ltd.",1566
disc_brake_(pad),2011-2015,Garrett Motion,19018
disc_brake_(pad),2011-2015,"Hangzhou Hangcheng Friction Material Co., Ltd.",606
disc_brake_(pad),2011-2015,Hitachi,35344
disc_brake_(pad),2011-2015,HL Mando,896
disc_brake_(pad),2011-2015,INDUSTRIAS GALFER S. A.,940
disc_brake_(pad),2011-2015,ITT,32245
disc_brake_(pad),2011-2015,KB Autosys,4822
disc_brake_(pad),2011-2015,Motor Super,1308
disc_brake_(pad),2011-2015,NICHIAS Corp.,160
disc_brake_(pad),2011-2015,Nisshinbo,80244
disc_brake_(pad),2011-2015,Rane,2638
disc_brake_(pad),2011-2015,Resonac,5373
disc_brake_(pad),2011-2015,Taiwan Brake Technology Corporation,324
disc_brake_(pad),2011-2015,TMD Friction Holdings GmbH,18869
disc_brake_(pad),2011-2015,"Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd.",7167
disc_brake_(pad),2011-2015,"Zhejiang Geely Passenger Vehicle Co., Ltd. (Formerly Zhejiang Fulin Guorun Automotive Parts Co., Ltd.)",639
disc_brake_(pad),2011-2015,"Zhuhai Glory Friction Material Co., Ltd.",948
disc_brake_(pad),2016-2020,ADVICS,11401
disc_brake_(pad),2016-2020,Akebono,1971
disc_brake_(pad),2016-2020,Akebono Brake Industry,55437
disc_brake_(pad),2016-2020,Allied,790
disc_brake_(pad),2016-2020,Bosch,747
disc_brake_(pad),2016-2020,Brakes India Private Limited,6999
disc_brake_(pad),2016-2020,Brembo,11959
disc_brake_(pad),2016-2020,"Chenzhi (Chongqing) Brake System Co.,Ltd. (Formerly CSG TRW Chassis Systems Co. Ltd.)",1592
disc_brake_(pad),2016-2020,Federal-Mogul,16567
disc_brake_(pad),2016-2020,"Foshan J.B. Automotive Products Co., Ltd.",8080
disc_brake_(pad),2016-2020,Frenos y Mecanismos S.A. de C.V. - PLant 1 & 2,1089
disc_brake_(pad),2016-2020,Hella,1441
disc_brake_(pad),2016-2020,Hitachi,4937
disc_brake_(pad),2016-2020,ITT,3844
disc_brake_(pad),2016-2020,KB Autosys,768
disc_brake_(pad),2016-2020,Nisshinbo,3699
disc_brake_(pad),2016-2020,PT. Astra Otoparts Tbk,429
disc_brake_(pad),2016-2020,Rane,805
disc_brake_(pad),2016-2020,Resonac,4058
disc_brake_(pad),2016-2020,"Saeron Automotive Beijing Co.,Ltd.",3873
disc_brake_(pad),2016-2020,Sangsin,16253
disc_brake_(pad),2016-2020,"Shandong Gold Phoenix Co., Ltd.",2028
disc_brake_(pad),2016-2020,Tenneco,374
disc_brake_(pad),2016-2020,TRW,272
disc_brake_(pad),2016-2020,ZF,20243
disc_brake_(pad),2021-2025,ADVICS,2904
disc_brake_(pad),2021-2025,Akebono Brake Industry,25588
disc_brake_(pad),2021-2025,Allied,8910
disc_brake_(pad),2021-2025,Bendix Commercial Vehicle Systems LLC,329
disc_brake_(pad),2021-2025,Brakes India Private Limited,22373
disc_brake_(pad),2021-2025,Brembo,8407
disc_brake_(pad),2021-2025,Continental,4587
disc_brake_(pad),2021-2025,Delphi,38488
disc_brake_(pad),2021-2025,Federal-Mogul,9070
disc_brake_(pad),2021-2025,HL Mando,703
disc_brake_(pad),2021-2025,ITT,490
disc_brake_(pad),2021-2025,KB Autosys,1406
disc_brake_(pad),2021-2025,Nisshinbo,4709
disc_brake_(pad),2021-2025,"Phinia Delphi Automotive Systems (Shanghai) Co., Ltd. (Formerly BorgWarner Shanghai Automotive Fuel Systems Co., Ltd.)",9745
disc_brake_(pad),2021-2025,Resonac,6799
disc_brake_(pad),2021-2025,Sellowrap Industries Pvt. Ltd. (Formerly Sellowrap Manufacturing Pvt. Ltd.),906
disc_brake_(pad),2021-2025,"Shandong Gold Phoenix Co., Ltd.",332
disc_brake_(pad),2021-2025,"Shandong Longji Machinery Co., Ltd.",171
disc_brake_(pad),2021-2025,"Taiwan Atecx Auto Parts Co., Ltd. (Formerly ADVICS Taiwan Automotive Parts Co., Ltd.)",633
disc_brake_(pad),2021-2025,Tenneco,3919
disc_brake_(pad),2021-2025,ZF,1170
drum_brake_(drum),2011-2015,Aisin,30842
drum_brake_(drum),2011-2015,Asama,1421
drum_brake_(drum),2011-2015,"Asama Giken Co., Ltd.",5356
drum_brake_(drum),2011-2015,"Beijing Asia-Pacific Automobile Chassis System Co., Ltd.",245
drum_brake_(drum),2011-2015,Brembo,1070
drum_brake_(drum),2011-2015,Daihatsu,26812
drum_brake_(drum),2011-2015,Fritz Winter Eisengie?erei GmbH & Co. KG - Stadtallendorf,751
drum_brake_(drum),2011-2015,Kiriu,37272
drum_brake_(drum),2011-2015,"Nishioka Malleable Iron Ind. Co., Ltd.",2515
drum_brake_(drum),2011-2015,PT. AT Indonesia,6726
drum_brake_(drum),2011-2015,Riken,3174
drum_brake_(drum),2011-2015,Suzuki,11069
drum_brake_(drum),2011-2015,TEP,6391
drum_brake_(drum),2011-2015,TRW,160
drum_brake_(drum),2011-2015,"Yoshiwa Kogyo Co., Ltd.",4752
drum_brake_(drum),2011-2015,"Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd.",1899
drum_brake_(drum),2011-2015,"Zhengtiang Automobile Brake Manufacturing Co., Ltd.",1333
drum_brake_(drum),2016-2020,Aisin,9450
drum_brake_(drum),2016-2020,"AT Tohoku Co., Ltd.",184
drum_brake_(drum),2016-2020,Emitec Emission Control Technologies India Pvt. Ltd. (Formerly Continental Automotive Components India Pvt. Ltd.),5932
drum_brake_(drum),2016-2020,Kiriu,21383
drum_brake_(drum),2016-2020,"Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd.",190
drum_brake_(drum),2021-2025,Brakes India Private Limited,212
drum_brake_(drum),2021-2025,Daihatsu,921
drum_brake_(drum),2021-2025,Kiriu,9317
drum_brake_(drum),2021-2025,Thai Summit Group,8588
exhaust_manifold,2005-2010,Aisin,322
exhaust_manifold,2005-2010,Forvia,7702
exhaust_manifold,2005-2010,FPT Industrial S.p.A.,567
exhaust_manifold,2005-2010,Futaba,2569
exhaust_manifold,2005-2010,Garrett Motion,1241
exhaust_manifold,2005-2010,"Grede Holdings LLC - Brewton, AL",980
exhaust_manifold,2005-2010,Marelli,251
exhaust_manifold,2005-2010,Metaldyne,710
exhaust_manifold,2005-2010,Rico Auto Industries Ltd.,1590
exhaust_manifold,2005-2010,Tenneco,265
exhaust_manifold,2005-2010,Wescast,9940
exhaust_manifold,2005-2010,Yutaka,1778
exhaust_manifold,2011-2015,Aisin,15855
exhaust_manifold,2011-2015,"Baoding Yima Auto Parts Manufacturing Co., Ltd.",3685
exhaust_manifold,2011-2015,Benteler,1516
exhaust_manifold,2011-2015,Bosal International N.V.,1435
exhaust_manifold,2011-2015,Daihatsu,3908
exhaust_manifold,2011-2015,Dana Incorporated (Formerly Dana Holding Corporation),3329
exhaust_manifold,2011-2015,Ebersp?cher Gruppe GmbH & Co. KG,2599
exhaust_manifold,2011-2015,Faurecia,4087
exhaust_manifold,2011-2015,Federal-Mogul,574
exhaust_manifold,2011-2015,FMI Automotive Components Pvt. Ltd.,1442
exhaust_manifold,2011-2015,Forvia,24787
exhaust_manifold,2011-2015,"Foshan Fengfu Auto Parts Co., Ltd.",3634
exhaust_manifold,2011-2015,Friedrich Boysen GmbH & Co. KG,2001
exhaust_manifold,2011-2015,Futaba,36469
exhaust_manifold,2011-2015,Georg Fischer AG,2367
exhaust_manifold,2011-2015,Happy Product Inc.,2542
exhaust_manifold,2011-2015,Hirotec,14760
exhaust_manifold,2011-2015,Kitagawa,2189
exhaust_manifold,2011-2015,Marelli,9624
exhaust_manifold,2011-2015,"Proterial, Ltd. (Formerly Hitachi Metals, Ltd.)",3127
exhaust_manifold,2011-2015,PT. AT Indonesia,8678
exhaust_manifold,2011-2015,"Sakamoto Industry Co., Ltd.",5073
exhaust_manifold,2011-2015,Sango,17281
exhaust_manifold,2011-2015,SANGO,15411
exhaust_manifold,2011-2015,Sejong,816
exhaust_manifold,2011-2015,"Shanghai Tenneco Exhaust System Co., Ltd.",517
exhaust_manifold,2011-2015,"Shanghai Tenneco Exhaust System Co., Ltd. Changsha Branch",145
exhaust_manifold,2011-2015,Sharda,416
exhaust_manifold,2011-2015,Somboon,531
exhaust_manifold,2011-2015,"Takeda Chuzo Co., Ltd.",1484
exhaust_manifold,2011-2015,Tenneco,11566
exhaust_manifold,2011-2015,"Wenzhou Ruiming Industrial Co., Ltd.",1830
exhaust_manifold,2011-2015,Wescast,12606
exhaust_manifold,2011-2015,"YS Tech (Thailand) Co., Ltd.",550
exhaust_manifold,2011-2015,Yutaka,1246
exhaust_manifold,2016-2020,Aisin,52807
exhaust_manifold,2016-2020,Benteler,241
exhaust_manifold,2016-2020,BorgWarner,2302
exhaust_manifold,2016-2020,CATARC,5106
exhaust_manifold,2016-2020,Dana Incorporated (Formerly Dana Holding Corporation),799
exhaust_manifold,2016-2020,Dynamatic Technologies Ltd- JKM Ferrotech Limtied (Formerly Dynamatic Technologies Ltd. - JKM Automotive),602
exhaust_manifold,2016-2020,Ebersp?cher Gruppe GmbH & Co. KG,5586
exhaust_manifold,2016-2020,"Feilong Auto Components Co., Ltd. (Formerly Henan Xixia Auto Water Pump Co., Ltd.)",4256
exhaust_manifold,2016-2020,Forvia,14932
exhaust_manifold,2016-2020,Friedrich Boysen GmbH & Co. KG,2126
exhaust_manifold,2016-2020,Futaba,72047
exhaust_manifold,2016-2020,Happy Product Inc.,998
exhaust_manifold,2016-2020,Hirotec,22690
exhaust_manifold,2016-2020,Marelli,140
exhaust_manifold,2016-2020,"Proterial, Ltd. (Formerly Hitachi Metals, Ltd.)",2063
exhaust_manifold,2016-2020,"Sakamoto Industry Co., Ltd.",2247
exhaust_manifold,2016-2020,Sango,8573
exhaust_manifold,2016-2020,SANGO,55498
exhaust_manifold,2016-2020,Tenneco,4059
exhaust_manifold,2016-2020,Wescast,2188
exhaust_manifold,2016-2020,"Yantai Ishikawa Sealing Technology Co.,Ltd.(Formerly Yantai Ishikawa Gasket Co., Ltd.)",218
exhaust_manifold,2016-2020,Yutaka,1914
exhaust_manifold,2021-2025,Aisin,303
exhaust_manifold,2021-2025,"Cardington Yutaka Technologies, Inc.",413
exhaust_manifold,2021-2025,"Chengdu Faurecia Automotive System Co., Ltd.",1999
exhaust_manifold,2021-2025,Faurecia,15585
exhaust_manifold,2021-2025,Forvia,6426
exhaust_manifold,2021-2025,"Foshan Fengfu Auto Parts Co., Ltd.",18527
exhaust_manifold,2021-2025,Friedrich Boysen GmbH & Co. KG,2220
exhaust_manifold,2021-2025,Futaba,53006
exhaust_manifold,2021-2025,Hirotec,15620
exhaust_manifold,2021-2025,Marelli,1051
exhaust_manifold,2021-2025,Sango,10459
exhaust_manifold,2021-2025,SANGO,445
exhaust_manifold,2021-2025,Sejong,3976
exhaust_manifold,2021-2025,"Siam Daiso Industries Co., Ltd. (Formerly Yarnapund Daiso (Thailand) Co., Ltd.)",1400
exhaust_manifold,2021-2025,SKH Magneti Marelli Exhaust Systems Pvt. Ltd.,5900
exhaust_manifold,2021-2025,Tenneco,2086
exhaust_manifold,2021-2025,"Wuhan Jin Feng Auto Parts Co., Ltd.",10162
exhaust_manifold,2021-2025,Yutaka,6083
fuel_injection,2005-2010,Aisan,12994
fuel_injection,2005-2010,Bosch,11603
fuel_injection,2005-2010,Continental,1379
fuel_injection,2005-2010,Cooper-Standard Holdings Inc.,445
fuel_injection,2005-2010,Denso,11646
fuel_injection,2005-2010,Hitachi,9431
fuel_injection,2005-2010,"Kyosan Denki Co., Ltd.",49375
fuel_injection,2005-2010,Marelli,815
fuel_injection,2005-2010,Mitsubishi,8783
fuel_injection,2005-2010,"Nikki Co., Ltd.",123
fuel_injection,2005-2010,UFI Filters S.p.A.,888
fuel_injection,2005-2010,Valeo,1029
fuel_injection,2005-2010,Winkelmann Powertrain Components GmbH & Co. KG,863
fuel_injection,2011-2015,Aisan,2178
fuel_injection,2011-2015,Aptiv,3384
fuel_injection,2011-2015,Benteler,1656
fuel_injection,2011-2015,BorgWarner,4650
fuel_injection,2011-2015,Bosch,40174
fuel_injection,2011-2015,Continental,19623
fuel_injection,2011-2015,Denso,16461
fuel_injection,2011-2015,Hirschvogel,3546
fuel_injection,2011-2015,Hitachi,16240
fuel_injection,2011-2015,"Kyosan Denki Co., Ltd.",2657
fuel_injection,2011-2015,Landi Renzo,130
fuel_injection,2011-2015,Lovato Gas S.P.A.,568
fuel_injection,2011-2015,Marelli,27760
fuel_injection,2011-2015,Mitsubishi,1452
fuel_injection,2011-2015,Otics,872
fuel_injection,2011-2015,"Shanghai Boyang Electrical & Mechanical Technology Development Co., Ltd.",224
fuel_injection,2011-2015,"United Automotive Electronic Systems Co., Ltd.",8264
fuel_injection,2011-2015,Valeo,2839
fuel_injection,2011-2015,Winkelmann Powertrain Components GmbH & Co. KG,1379
fuel_injection,2016-2020,Aisan,2168
fuel_injection,2016-2020,Aisin,129
fuel_injection,2016-2020,"Beijing NGV Technology Co., Ltd.",167
fuel_injection,2016-2020,Benteler,280
fuel_injection,2016-2020,BorgWarner,2253
fuel_injection,2016-2020,Bosch,34957
fuel_injection,2016-2020,Continental,10216
fuel_injection,2016-2020,Denso,46227
fuel_injection,2016-2020,Hirschvogel,2358
fuel_injection,2016-2020,Hitachi,23084
fuel_injection,2016-2020,Hyundai,1306
fuel_injection,2016-2020,"Kyosan Denki Co., Ltd.",888
fuel_injection,2016-2020,Marelli,2813
fuel_injection,2016-2020,Mitsubishi,2924
fuel_injection,2016-2020,Otics,15194
fuel_injection,2016-2020,"Phinia Delphi Automotive Systems (Shanghai) Co., Ltd. (Formerly BorgWarner Shanghai Automotive Fuel Systems Co., Ltd.)",884
fuel_injection,2016-2020,"Shanghai E-xon Power System Co., Ltd.",721
fuel_injection,2016-2020,"United Automotive Electronic Systems Co., Ltd.",45791
fuel_injection,2016-2020,Usui,3253
fuel_injection,2016-2020,Vitesco,1640
fuel_injection,2021-2025,Aisan,495
fuel_injection,2021-2025,Benteler,371
fuel_injection,2021-2025,BorgWarner,872
fuel_injection,2021-2025,Bosch,15686
fuel_injection,2021-2025,Continental,131
fuel_injection,2021-2025,Cooper-Standard Holdings Inc.,642
fuel_injection,2021-2025,Denso,26290
fuel_injection,2021-2025,Hirschvogel,2805
fuel_injection,2021-2025,Hitachi,660
fuel_injection,2021-2025,Hyundai,16665
fuel_injection,2021-2025,Marelli,5921
fuel_injection,2021-2025,Motonic Corporation,1397
fuel_injection,2021-2025,Otics,19853
fuel_injection,2021-2025,"Phinia Delphi Automotive Systems (Shanghai) Co., Ltd. (Formerly BorgWarner Shanghai Automotive Fuel Systems Co., Ltd.)",2257
fuel_injection,2021-2025,"United Automotive Electronic Systems Co., Ltd.",51181
fuel_pump,2005-2010,Aisan,19340
fuel_pump,2005-2010,BorgWarner,893
fuel_pump,2005-2010,Bosch,4722
fuel_pump,2005-2010,Continental,1361
fuel_pump,2005-2010,Denso,4444
fuel_pump,2005-2010,Hitachi,1117
fuel_pump,2005-2010,Roki,3112
fuel_pump,2005-2010,"Shanghai SDZ Auto Parts Co., Ltd.",2270
fuel_pump,2005-2010,TI,3699
fuel_pump,2005-2010,Visteon,1084
fuel_pump,2011-2015,Aisan,34060
fuel_pump,2011-2015,American Mitsuba Corp.(AMC),795
fuel_pump,2011-2015,Avrand Pishro,522
fuel_pump,2011-2015,BorgWarner,5491
fuel_pump,2011-2015,Bosch,42295
fuel_pump,2011-2015,Continental,11520
fuel_pump,2011-2015,Denso,21620
fuel_pump,2011-2015,Fawer,291
fuel_pump,2011-2015,Hella,5215
fuel_pump,2011-2015,Hitachi,1239
fuel_pump,2011-2015,IHD Industries Pvt. Ltd.,4685
fuel_pump,2011-2015,Marelli,1630
fuel_pump,2011-2015,Mitsubishi,10619
fuel_pump,2011-2015,Motor Super,960
fuel_pump,2011-2015,Nidec,7599
fuel_pump,2011-2015,"Shanghai SDZ Auto Parts Co., Ltd.",2562
fuel_pump,2011-2015,TI,18059
fuel_pump,2011-2015,Trelleborg AB,534
fuel_pump,2011-2015,"TS Molymer Co., Ltd.",839
fuel_pump,2011-2015,"United Automotive Electronic Systems Co., Ltd.",2475
fuel_pump,2011-2015,Usui,349
fuel_pump,2011-2015,Visteon,1281
fuel_pump,2011-2015,Woco Industrietechnik GmbH,592
fuel_pump,2016-2020,Aisan,55771
fuel_pump,2016-2020,BorgWarner,1837
fuel_pump,2016-2020,Bosch,13682
fuel_pump,2016-2020,"Bourns, Inc.",730
fuel_pump,2016-2020,Continental,7129
fuel_pump,2016-2020,Dana Incorporated (Formerly Dana Holding Corporation),3973
fuel_pump,2016-2020,Delphi,379
fuel_pump,2016-2020,Denso,116034
fuel_pump,2016-2020,Ford,485
fuel_pump,2016-2020,Gentherm Pr?zision SE,410
fuel_pump,2016-2020,Hella,256
fuel_pump,2016-2020,Hitachi,8489
fuel_pump,2016-2020,Hyundam,235
fuel_pump,2016-2020,IHD Industries Pvt. Ltd.,1836
fuel_pump,2016-2020,"Kayser Automotive Systems (Changchun) Co., Ltd.",1497
fuel_pump,2016-2020,Kendrion Automotive (Sibiu) S.R.L.,1431
fuel_pump,2016-2020,"Kyosan Denki Co., Ltd.",1747
fuel_pump,2016-2020,MAHLE,10081
fuel_pump,2016-2020,Marelli,2095
fuel_pump,2016-2020,Mitsubishi,6898
fuel_pump,2016-2020,Omron Corp.,491
fuel_pump,2016-2020,OPmobility SE (Formerly Compagnie Plastic Omnium SE),819
fuel_pump,2016-2020,Schaeffler,784
fuel_pump,2016-2020,Stanadyne LLC,3222
fuel_pump,2016-2020,TI,9845
fuel_pump,2016-2020,"United Automotive Electronic Systems Co., Ltd.",41649
fuel_pump,2021-2025,Aisan,69341
fuel_pump,2021-2025,Aptiv,988
fuel_pump,2021-2025,Bosch,17789
fuel_pump,2021-2025,Coavis Mexico S.A. de C.V.,916
fuel_pump,2021-2025,Continental,1142
fuel_pump,2021-2025,Denso,128370
fuel_pump,2021-2025,"Fulin Precision Co., Ltd. (Formerly Mianyang Fulin Precision Co., Ltd.)",5759
fuel_pump,2021-2025,Hitachi,3666
fuel_pump,2021-2025,Hyundai,9222
fuel_pump,2021-2025,Hyundam,27851
fuel_pump,2021-2025,"Kyosan Denki Co., Ltd.",1599
fuel_pump,2021-2025,Marelli,1827
fuel_pump,2021-2025,Mitsubishi,40114
fuel_pump,2021-2025,Motonic Corporation,4918
fuel_pump,2021-2025,TI,15713
fuel_pump,2021-2025,"United Automotive Electronic Systems Co., Ltd.",38430
fuel_pump,2021-2025,Vitesco,10322
manual_transmission,2005-2010,Aichi,103
manual_transmission,2005-2010,Aisin,32259
manual_transmission,2005-2010,Carcoustics,825
manual_transmission,2005-2010,DURA Automotive Systems LLC,464
manual_transmission,2005-2010,FPT Industrial S.p.A.,865
manual_transmission,2005-2010,Magna,6884
manual_transmission,2005-2010,Valeo,716
manual_transmission,2005-2010,ZF,2325
manual_transmission,2011-2015,Aichi,16581
manual_transmission,2011-2015,Aisin,78403
manual_transmission,2011-2015,Albert Handtmann Metallgusswerk GmbH & Co. KG,196
manual_transmission,2011-2015,"Anhui Xingrui Gear Transmission Co., Ltd.",8758
manual_transmission,2011-2015,"Asahi Tekko Co., Ltd.",122
manual_transmission,2011-2015,Atsumitec,5128
manual_transmission,2011-2015,BAIC,1129
manual_transmission,2011-2015,Carcoustics,488
manual_transmission,2011-2015,"Chongqing Tsingshan Industrial Co., Ltd.",292
manual_transmission,2011-2015,Dae Seung Autoparts India Pvt Ltd.,4606
manual_transmission,2011-2015,Daihatsu,14563
manual_transmission,2011-2015,"DL Motors Co., Ltd.",838
manual_transmission,2011-2015,Dongan,8398
manual_transmission,2011-2015,FAW Group,1828
manual_transmission,2011-2015,"Fuji Machinery Co., Ltd.",8286
manual_transmission,2011-2015,"Hangzhou Iveco Automobile Transmission Technology Co., Ltd.",4810
manual_transmission,2011-2015,Hoerbiger,901
manual_transmission,2011-2015,Honda,1888
manual_transmission,2011-2015,Hyundai,22270
manual_transmission,2011-2015,Isuzu,830
manual_transmission,2011-2015,JATCO,940
manual_transmission,2011-2015,Kubota,2151
manual_transmission,2011-2015,Magna,15177
manual_transmission,2011-2015,Mazda,11396
manual_transmission,2011-2015,Mitsubishi,6335
manual_transmission,2011-2015,Motor Super,2212
manual_transmission,2011-2015,Neumayer Tekfor GmbH,826
manual_transmission,2011-2015,Nissan,480
manual_transmission,2011-2015,"Ogusu Industry Co., Ltd.",313
manual_transmission,2011-2015,"Owari Seiki (Thailand) Co., Ltd. (OST)",1751
manual_transmission,2011-2015,PT. Akashi Wahana Indonesia,1254
manual_transmission,2011-2015,Pyung Hwa,5845
manual_transmission,2011-2015,Renault,6315
manual_transmission,2011-2015,SAGW,140
manual_transmission,2011-2015,Schaeffler,926
manual_transmission,2011-2015,"Shanghai Lianming Machinery Co., Ltd.",793
manual_transmission,2011-2015,"Shanghai Metalsa Automotive Parts Co., Ltd.",2944
manual_transmission,2011-2015,Subaru,2837
manual_transmission,2011-2015,"Tangshan Aisin Gear Co., Ltd.",17983
manual_transmission,2011-2015,Toyota,10792
manual_transmission,2011-2015,Tremec Corporation,3114
manual_transmission,2011-2015,Univance Corporation,5149
manual_transmission,2011-2015,Volkswagen,3981
manual_transmission,2011-2015,"Wuxi Zhongce Shock Absorber Co., Ltd.",289
manual_transmission,2011-2015,Xtrac Ltd,203
manual_transmission,2011-2015,Yanagawa,2297
manual_transmission,2011-2015,ZF,6127
manual_transmission,2011-2015,"Zhejiang Xuanfu Automatic Transmission Co., Ltd.",7915
manual_transmission,2016-2020,Aichi,3590
manual_transmission,2016-2020,Aisin,11187
manual_transmission,2016-2020,"Anhui Xingrui Gear Transmission Co., Ltd.",4797
manual_transmission,2016-2020,"Asahi Tekko Co., Ltd.",658
manual_transmission,2016-2020,Atsumitec,2079
manual_transmission,2016-2020,"China Chang'an Automobile Group Co., Ltd. Chongqing Tsingshan Transmission Branch (Formerly China South Industries Motors Co., Ltd.)",7617
manual_transmission,2016-2020,"Chongqing Tsingshan Industrial Co., Ltd.",1602
manual_transmission,2016-2020,Daihatsu,11978
manual_transmission,2016-2020,Ford,783
manual_transmission,2016-2020,"Fuji Machinery Co., Ltd.",285
manual_transmission,2016-2020,"Ganzhou Jingwei Science & Technology Co., Ltd.",316
manual_transmission,2016-2020,Great Wall,1976
manual_transmission,2016-2020,"Hangzhou Iveco Automobile Transmission Technology Co., Ltd.",659
manual_transmission,2016-2020,Hewland Engineering Ltd.,781
manual_transmission,2016-2020,Honda,1701
manual_transmission,2016-2020,Hyundai,25489
manual_transmission,2016-2020,Jaya Hind Industries ltd.,1211
manual_transmission,2016-2020,"Jiangsu Pacific Precision Forging Co., Ltd.",8617
manual_transmission,2016-2020,Jiangsu Shanghai Automobile Gear Works,2225
manual_transmission,2016-2020,Kubota,1169
manual_transmission,2016-2020,"Liuzhou Aoxing Auto Parts Manufacturing Co., Ltd.",1547
manual_transmission,2016-2020,Magna,32129
manual_transmission,2016-2020,Mazda,2137
manual_transmission,2016-2020,Nemak,410
manual_transmission,2016-2020,"Owari Seiki (Thailand) Co., Ltd. (OST)",2965
manual_transmission,2016-2020,SAIC Motor Group,11695
manual_transmission,2016-2020,"Shanghai Lianming Machinery Co., Ltd.",616
manual_transmission,2016-2020,"Shanghai Zhelin Auto Parts Co., Ltd.",9791
manual_transmission,2016-2020,Suzuki,1497
manual_transmission,2016-2020,"Tangshan Aisin Gear Co., Ltd.",5219
manual_transmission,2016-2020,Toyota,1601
manual_transmission,2016-2020,Tremec Corporation,1513
manual_transmission,2016-2020,Woco Industrietechnik GmbH,112
manual_transmission,2016-2020,Yanagawa,1585
manual_transmission,2016-2020,"Yuhuan Zhonghang Mechanism Co., Ltd.",2661
manual_transmission,2016-2020,ZF,2616
manual_transmission,2016-2020,"Zhejiang Zomax Transmission Co., Ltd.",3675
manual_transmission,2021-2025,Ahresty,962
manual_transmission,2021-2025,Aichi,2506
manual_transmission,2021-2025,Aisin,14485
manual_transmission,2021-2025,AISIN,2667
manual_transmission,2021-2025,"Anhui Xingrui Gear Transmission Co., Ltd.",860
manual_transmission,2021-2025,ATA Casting Technology,2488
manual_transmission,2021-2025,Daihatsu,7965
manual_transmission,2021-2025,Dana Graziano S.R.L. (Formerly Oerlikon Graziano S.p.A.),528
manual_transmission,2021-2025,Divgi TorqTransfer Systems Limited,3264
manual_transmission,2021-2025,Endurance Technologies Ltd.,1617
manual_transmission,2021-2025,GETRAG Transmission Manufacturing de Mexico S.A de C.A (Formerly GETRAG Americas GmbH),236
manual_transmission,2021-2025,Hirosei (Thailand) Ltd.,2195
manual_transmission,2021-2025,"Hiroshima Seimitsu Kogyo Co., Ltd.",1220
manual_transmission,2021-2025,Hoerbiger,916
manual_transmission,2021-2025,HORSE Aveiro,794
manual_transmission,2021-2025,Hyundai,22946
manual_transmission,2021-2025,"Ihara Manufacturing (Thailand) Co., Ltd.",4004
manual_transmission,2021-2025,Jaya Hind Industries ltd.,3879
manual_transmission,2021-2025,Kubota,229
manual_transmission,2021-2025,Magna,1964
manual_transmission,2021-2025,Mazda,1427
manual_transmission,2021-2025,Musashi,2855
manual_transmission,2021-2025,"Owari Seiki (Thailand) Co., Ltd. (OST)",3571
manual_transmission,2021-2025,Rollax GmbH & Co. KG,192
manual_transmission,2021-2025,"Shaanxi Fast Auto Drive Group Co., Ltd.",880
manual_transmission,2021-2025,Toyota,2602
manual_transmission,2021-2025,Tremec Corporation,7150
manual_transmission,2021-2025,Volkswagen,1699
manual_transmission,2021-2025,Woco Industrietechnik GmbH,823
manual_transmission,2021-2025,ZF,4341
manual_transmission,2021-2025,"Zhejiang Zomax Transmission Co., Ltd.",6539
oil_pump,2005-2010,Aisin,3759
oil_pump,2005-2010,Gates Corporation,467
oil_pump,2005-2010,Magna,399
oil_pump,2005-2010,Metaldyne,746
oil_pump,2005-2010,Rico Auto Industries Ltd.,921
oil_pump,2005-2010,SHW,142
oil_pump,2011-2015,Aisan,123
oil_pump,2011-2015,Aisin,98552
oil_pump,2011-2015,B?hler Motor GmbH,298
oil_pump,2011-2015,BorgWarner,1784
oil_pump,2011-2015,"Chongqing Huafu Industry Co., Ltd.",563
oil_pump,2011-2015,Daido,297
oil_pump,2011-2015,Daihatsu,14036
oil_pump,2011-2015,Dayco,256
oil_pump,2011-2015,Dowlais Group plc,1473
oil_pump,2011-2015,Fawer,5536
oil_pump,2011-2015,"Fuji Machinery Co., Ltd.",4513
oil_pump,2011-2015,Gates Corporation,2408
oil_pump,2011-2015,Hino,1792
