?Region,?Maker,?Model,?Model year,?Supplier
China,Great Wall,Haval Red Rabbit (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Red Rabbit DHT (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Shanhai POER Diesel (4WD) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Shanhai POER Gasoline 48V Mild Hybrid (4WD) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Shenshou (4WD) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Shenshou (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Shenshou (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Shenshou (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
Americas,Honda,Accord Hybrid (USA),2023,YSK Corporation
Americas,Honda,CR-V Hybrid (USA),2023,YSK Corporation
Americas,Honda,Acura RDX (USA),2023,YSK Corporation
Americas,Honda,Acura TLX (USA),2023,YSK Corporation
Americas,Jeep,Grand Cherokee (USA),2023,"Nemak, S.A.B. de C.V."
Europe,Mercedes-Benz,E-Class (Germany),2023,Nemak Europe GmbH
ASEAN?India?Korea,Mitsubishi,Attrage (Thailand),2023,"Ryobi Die Casting (Thailand) Co., Ltd"
Japan,Mitsubishi,Eclipse Cross PHEV,2023,Ahresty Corporation
ASEAN?India?Korea,Mitsubishi,Mirage (Thailand),2023,"Ryobi Die Casting (Thailand) Co., Ltd"
China,Nanjing Iveco,Iveco Daily (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Nanjing Iveco,Iveco Daily (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Maxus,Maxus V80 (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i5 (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i5 (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i5 (FF) (China),2023,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i6 MAX (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i6 MAX (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i6 MAX (China),2023,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2023,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2023,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 Scorpio (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 Scorpio (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 Scorpio (FF) (China),2023,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 (FF) (China),2023,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 PHEV (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 PHEV (FF) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 PHEV (FF) (China),2023,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 Pro (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 Pro (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 Pro (China),2023,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (4WD) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (4WD) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (FR) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (FR) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich 6 (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich 6 (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich 7 (FR) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich 7 (FR) (China),2023,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS15 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS15 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS35 PLUS (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS35 PLUS (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS55 PLUS (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS55 PLUS (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 PLUS (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 PLUS (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 PLUS (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 PLUS (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS95 (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS95 (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-K (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-K (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-K (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-K (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-T (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-T (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-V (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-V (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-V (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-V (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan X5 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan X5 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan X5 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan X5 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan X7 PLUS (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan X7 PLUS (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan Z6 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan Z6 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan Z6 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan Z6 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan Z6 iDD (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan Z6 iDD (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan Mazda,Mazda 3 Axela (FF) (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda 3 Axela (FF) (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda 3 Axela (FF) (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda 3 Axela (FF) (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda 6 ATENZA (FF) (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda 6 ATENZA (FF) (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda CX-30 (FF) (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda CX-30 (FF) (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda CX-4 (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda CX-4 (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda CX-5 (4WD) (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda CX-5 (FF) (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda CX-5 (FF) (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda CX-8 (4WD) (China),2022,"Changan Mazda Engine Co., Ltd."
China,Changan Mazda,Mazda CX-8 (FF) (China),2022,"Changan Mazda Engine Co., Ltd."
ASEAN?India?Korea,Citroen,C3 (India),2022,Jaya Hind Industries ltd.
Americas,Ford,Explorer (USA),2022,"Means Industries, Inc."
China,Geely,Borui (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Geely,Borui (China),2022,"Ningbo Geely Royal Engine Parts Co., Ltd."
China,Geely,Boyue (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Geely,Boyue (FF) (China),2022,"Ningbo Geely Royal Engine Parts Co., Ltd."
China,Geely,Boyue L (Starray) (Atlas) (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Geely,Boyue L (Starray) (Atlas) (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Geely,Boyue L (Starray) (Atlas) (FF) (China),2022,"Ningbo Geely Royal Engine Parts Co., Ltd."
China,Geely,Boyue L (Starray) (Atlas) (FF) (China),2022,"Ningbo Geely Royal Engine Parts Co., Ltd."
China,Geely,Boyue L Hi¡PF (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Geely,Boyue L Hi¡PF (FF) (China),2022,"Ningbo Geely Royal Engine Parts Co., Ltd."
China,Geely,Boyue X (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Geely,Boyue X (FF) (China),2022,"Ningbo Geely Royal Engine Parts Co., Ltd."
China,Geely,Haoyue (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Geely,Haoyue (FF) (China),2022,"Ningbo Geely Royal Engine Parts Co., Ltd."
China,Geely,JiaJi L (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Geely,JiaJi L (FF) (China),2022,"Ningbo Geely Royal Engine Parts Co., Ltd."
Americas,GM,Chevrolet Silverado (Canada),2022,"Nemak, S.A.B. de C.V."
China,Great Wall,Tank 500 48V Mild Hybrid (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Cool Dog (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Cool Dog (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Dargo (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Dargo (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6 (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6 PHEV (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6S (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6S (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6S (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H9 (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,King Kong POER Diesel (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,King Kong POER Diesel (FR) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,King Kong POER Gasoline (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,King Kong POER Gasoline (FR) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval M6 PLUS (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval M6 PLUS (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,POER Diesel (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,POER Diesel (FR) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,POER Gasoline (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,POER Gasoline (FR) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Red Rabbit (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Red Rabbit DHT (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Shanhai POER Diesel (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Shanhai POER Gasoline 48V Mild Hybrid (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Shenshou (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Shenshou (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Shenshou (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Shenshou (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
Americas,Jeep,Grand Cherokee (USA),2022,"Nemak, S.A.B. de C.V."
Japan,Mazda,Carol,2022,Ahresty Corporation
Japan,Mazda,Flair Crossover,2022,Ahresty Corporation
Japan,Mazda,Flair Wagon,2022,Ahresty Corporation
Japan,Mazda,Flair Wagon Tough Style,2022,Ahresty Corporation
Japan,Mazda,Scrum Truck,2022,Ahresty Corporation
Japan,Mazda,Scrum Van,2022,Ahresty Corporation
Japan,Mazda,Scrum Wagon,2022,Ahresty Corporation
Europe,Mercedes-Benz,G-Class (Austria),2022,Nemak Linz GmbH
ASEAN?India?Korea,Mitsubishi,Attrage (Thailand),2022,"Ryobi Die Casting (Thailand) Co., Ltd"
Japan,Mitsubishi,Minicab Truck,2022,Ahresty Corporation
Japan,Mitsubishi,Minicab Van,2022,Ahresty Corporation
ASEAN?India?Korea,Mitsubishi,Mirage (Thailand),2022,"Ryobi Die Casting (Thailand) Co., Ltd"
Japan,Mitsubishi,Outlander,2022,Ahresty Corporation
Japan,Mitsubishi,Outlander PHEV,2022,Ahresty Corporation
Japan,Mitsubishi,Town Box,2022,Ahresty Corporation
China,Nanjing Iveco,Iveco Daily (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Nanjing Iveco,Iveco Daily (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
Japan,Nissan,NT100 Clipper,2022,Ahresty Corporation
Japan,Nissan,NV100 Clipper,2022,Ahresty Corporation
Japan,Nissan,NV100 Clipper Rio,2022,Ahresty Corporation
China,SAIC Maxus,Maxus V80 (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i5 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i5 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i5 (FF) (China),2022,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i6 MAX (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i6 MAX (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i6 MAX (China),2022,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2022,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2022,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 Scorpio (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 Scorpio (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 Scorpio (FF) (China),2022,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 (FF) (China),2022,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 PHEV (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 PHEV (FF) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 PHEV (FF) (China),2022,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 Pro (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 Pro (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 Pro (China),2022,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd."
Japan,Subaru,Forester,2022,Ahresty Corporation
Japan,Subaru,Impreza G4,2022,Ahresty Corporation
Japan,Subaru,Impreza Sport,2022,Ahresty Corporation
Japan,Subaru,Legacy Outback,2022,Ahresty Corporation
Japan,Subaru,XV (e-BOXER),2022,Ahresty Corporation
Japan,Suzuki,Alto,2022,Ahresty Corporation
Japan,Suzuki,Carry,2022,Ahresty Corporation
Japan,Suzuki,Every,2022,Ahresty Corporation
Japan,Suzuki,Every Wagon,2022,Ahresty Corporation
Japan,Suzuki,Hustler,2022,Ahresty Corporation
Japan,Suzuki,Lapin,2022,Ahresty Corporation
Japan,Suzuki,Spacia,2022,Ahresty Corporation
Japan,Suzuki,Spacia Gear,2022,Ahresty Corporation
Japan,Suzuki,Wagon R HYBRID,2022,Ahresty Corporation
Japan,Suzuki,Wagon R Stingray,2022,Ahresty Corporation
China,Zhengzhou Nissan,Dongfeng Rich (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (4WD) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (FR) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (FR) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich 6 (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich 6 (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich 7 (FR) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich 7 (FR) (China),2022,"Chengdu Zhengheng Auto Parts Co., Ltd."
Europe,Audi,RS 6 Avant (Germany),2021,Nemak Europe GmbH
Europe,Audi,RS 7 Sportback (Germany),2021,Nemak Europe GmbH
Europe,Audi,RS Q8 (Slovakia),2021,Nemak Europe GmbH
Europe,Audi,SQ7 (Slovakia),2021,Nemak Europe GmbH
Europe,Audi,SQ8 (Slovakia),2021,Nemak Europe GmbH
Europe,Bentley,Flying Spur (UK),2021,Rheinmetall AG
Americas,BMW,X7 (USA),2021,Rheinmetall Automotive -USA
China,Changan,CS35 PLUS (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS35 PLUS (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS55 PLUS (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS55 PLUS (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 PLUS (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 PLUS (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 PLUS (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 PLUS (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS95 (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS95 (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-K (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-K (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-K (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-K (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-T (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-T (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan X5 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan X5 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan X5 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan X5 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan X7 PLUS (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,Oshan X7 PLUS (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
Japan,Daihatsu,Altis Hybrid,2021,Toyota Industries Corporation
China,GAC Motor,Trumpchi GS4 PLUS (FF) (China),2021,"Guangzhou Qisheng Powertrain Co., Ltd."
China,GAC Motor,Trumpchi GS4 PLUS (FF) (China),2021,"Guangzhou Qisheng Powertrain Co., Ltd."
China,GAC Motor,Trumpchi M6 (FF) (China),2021,"Guangzhou Qisheng Powertrain Co., Ltd."
China,GAC Motor,Trumpchi M6 (FF) (China),2021,"Guangzhou Qisheng Powertrain Co., Ltd."
China,GAC Motor,Trumpchi M6 Pro (FF) (China),2021,"Guangzhou Qisheng Powertrain Co., Ltd."
China,GAC Motor,Trumpchi M8 (FF) (China),2021,"Guangzhou Qisheng Powertrain Co., Ltd."
Americas,GM,Cadillac Escalade (USA),2021,"Nemak, S.A.B. de C.V."
Americas,GM,Chevrolet Tracker (Brazil),2021,Nemak Aluminio do Brasil Ltda.
China,Great Wall,Tank 300 (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Dargo (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Dargo (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H5 (FR) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H5 (FR) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H5 Diesel (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H5 Diesel (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
