Region,Maker,Model,Model year,Supplier
Americas,Toyota,Tundra i-FORCE MAX (USA),2024,Aisin World Corp. of America Inc.
ASEAN?India?Korea,Toyota,Urban Cruiser Taisor (India),2024,"Aisin Corporation (Formerly Aisin Seiki Co., Ltd.)"
China,Volvo Cars Asia Pacific,Volvo S90 RECHARGE T8 PHEV (4WD) (China),2024,"Aisin (China) Investment Co., Ltd."
Europe,Wrightbus,StreetDeck Ultroliner EU6 (Ireland),2024,Voith GmbH & Co. KGaA
Europe,Alexander Dennis,Plaxton Leopard (UK),2023,ZF Friedrichshafen AG
Europe,Audi,e-tron GT (Germany),2023,Standard-Metallwerke GmbH
China,BAIC ORV,Beijing BJ60 (4WD) (China),2023,"ZF Powertrain System (Beijing) Co., Ltd."
China,BAW,Calorie (FR) (China),2023,"Harbin Dongan Auto Engine Co., Ltd."
China,BAW,Wangpai M7 (China),2023,"Harbin Dongan Auto Engine Co., Ltd."
China,Beiqi Foton,Foton Mars 9 (China),2023,"Foton ZF LCV Automated Transmission (Jiaxing) Co., Ltd."
China,BYD,Seal DM-i (FF) (China),2023,"Guangdong Hongtu Technology (Holdings) Co., Ltd."
China,BYD,Seal DM-i (FF) (China),2023,"Nanjing Chervon Auto Precision Technology Co., Ltd."
China,BYD,Seal DM-i (FF) (China),2023,"Zhejiang Meili High Technology Co., Ltd."
China,Changan,Lantuozhe (4WD) (China),2023,"ZF Transmissions Shanghai Co., Ltd."
China,Changan,Lantuozhe (FF) (China),2023,"ZF Transmissions Shanghai Co., Ltd."
China,Changan Ford,Lincoln Corsair (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,Changan Ford,Lincoln Corsair (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,Changan Ford,Ford Edge L Gasoline (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,Changan Ford,Ford Edge L Gasoline (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,Changan Ford,Ford Escape (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,Changan Ford,Ford Escape (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,Changan Ford,Ford EVOS (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,Changan Ford,Ford Mondeo (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,Changan Ford,Lincoln Nautilus (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,Changan Ford,Lincoln Z (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,Chery,Tiggo 9 (FF) (China),2023,"Aisin Suzhou Co., Ltd. (Formerly AW Suzhou Co., Ltd.)"
Europe,Citroen,C5 X (France),2023,"Aisin Corporation (Formerly Aisin Seiki Co., Ltd.)"
Europe,Daimler Truck,Setra MultiClass 500 LE (Turkiye),2023,Voith GmbH & Co. KGaA
Europe,Daimler Truck,Setra MultiClass 500 LE (Turkiye),2023,ZF Friedrichshafen AG
Europe,Dodge,Hornet (Italy),2023,Aisin Europe S.A.
Europe,Dodge,Hornet (Italy),2023,ElringKlinger Italia Srl
China,Dongfeng Peugeot Citroen,Peugeot 408 (FF) (China),2023,"Tianjin Aisin Automatic Transmission Co., Ltd.¡]Formerly Tianjin AW Automatic Transmission Co., Ltd.¡^"
Europe,DS Automobiles,DS DS 7 Crossback E-Tense (France),2023,"Aisin Corporation (Formerly Aisin Seiki Co., Ltd.)"
Europe,DS Automobiles,DS DS 7 E-Tense (France),2023,"Aisin Corporation (Formerly Aisin Seiki Co., Ltd.)"
China,FAW-Volkswagen,Volkswagen ID.6 CROZZ (4WD) (China),2023,"GF Casting Solutions Kunshan Co., Ltd."
China,FAW-Volkswagen,Volkswagen ID.6 CROZZ (RR) (China),2023,"GF Casting Solutions Kunshan Co., Ltd."
China,FAW-Volkswagen,Volkswagen TACQUA (FF) (China),2023,"Jiaxing KEM Electromagnetic Technology Co., Ltd."
China,FAW-Volkswagen,Volkswagen TACQUA R-Line (FF) (China),2023,"Jiaxing KEM Electromagnetic Technology Co., Ltd."
Americas,Ford,E-Series (USA),2023,"American Axle & Manufacturing Holdings, Inc."
ASEAN?India?Korea,Ford,Everest (Thailand),2023,"ATA Casting Technology Co., Ltd."
Americas,Ford,F-150 (USA),2023,Gibbs Die Casting Corporation
Americas,Ford,F-Series (USA),2023,"American Axle & Manufacturing Holdings, Inc."
Americas,Ford,F-Series Super Duty (USA),2023,"Ryobi Die Casting (USA), Inc."
ASEAN?India?Korea,Ford,Ranger (Thailand),2023,"ATA Casting Technology Co., Ltd."
Europe,Ford,Transit Custom (Turkiye),2023,Vibracoustic SE
China,GAC Motor,Trumpchi M8 Master Series Gasoline (FF) (China),2023,"GAC Aisin Automatic Transmission Co., Ltd."
China,Great Wall,Huo POER (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,King Kong POER Diesel (4WD) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,King Kong POER Diesel (FR) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,King Kong POER Gasoline (4WD) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,King Kong POER Gasoline (FR) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,POER Commercial Edition Diesel (4WD) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,POER Commercial Edition Diesel (FR) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,POER Commercial Edition Gasoline (4WD) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,POER Commercial Edition Gasoline (FR) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,POER Off-road Edition Diesel (4WD) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,POER Off-road Edition Gasoline (4WD) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,POER Passenger Edition Diesel (4WD) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,POER Passenger Edition Diesel (FR) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,POER Passenger Edition Gasoline (4WD) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,POER Passenger Edition Gasoline (FR) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,Shanhai POER Diesel (4WD) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Great Wall,Shanhai POER Gasoline 48V Mild Hybrid (4WD) (China),2023,"Zhejiang Zomax Transmission Co., Ltd."
China,Haima,8S (China),2023,"Harbin Dongan Auto Engine Co., Ltd."
Americas,Honda,Passport (USA),2023,"ZF Transmissions Gray Court, LLC"
ASEAN?India?Korea,Hyundai,Genesis G80 (Korea),2023,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)"
ASEAN?India?Korea,Hyundai,Genesis G80 (Korea),2023,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)"
ASEAN?India?Korea,Hyundai,Genesis G90 (Korea),2023,"Hwasin Precision Co.,Ltd."
ASEAN?India?Korea,Hyundai,Genesis G90 (Korea),2023,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)"
ASEAN?India?Korea,Hyundai,Genesis G90 (Korea),2023,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)"
ASEAN?India?Korea,Hyundai,Mighty (Korea),2023,Allison Transmission Inc.
ASEAN?India?Korea,Hyundai,Santa Fe (Korea),2023,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)"
ASEAN?India?Korea,Hyundai,Sonata (Korea),2023,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)"
Europe,INEOS,Grenadier Quartermaster (France),2023,ZF Friedrichshafen AG
Japan,Isuzu,Como,2023,JATCO Ltd.
China,JAC,T8 PRO (China),2023,"Harbin Dongan Auto Engine Co., Ltd."
China,JAC,T9 Hunter (for exportation) (China),2023,"ZF Transmissions Shanghai Co., Ltd."
China,JAC,T9 Hunter Diesel (China),2023,"ZF Transmissions Shanghai Co., Ltd."
China,JAC,T9 Hunter Diesel (China),2023,"ZF Transmissions Shanghai Co., Ltd."
Europe,Jaguar Land Rover,Land Rover Range Rover (UK),2023,ZF Friedrichshafen AG
Europe,Jaguar Land Rover,Land Rover Range Rover Sport (UK),2023,ZF Friedrichshafen AG
Europe,Jeep,Avenger (Poland),2023,Rollax GmbH & Co. KG
Americas,Jeep,Wrangler (USA),2023,ZF Friedrichshafen AG
ASEAN?India?Korea,Kia,K9 (Korea),2023,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)"
ASEAN?India?Korea,Kia,Sorento (Korea),2023,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)"
ASEAN?India?Korea,Kia,Sorento (Korea),2023,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)"
ASEAN?India?Korea,Kia,Stinger (Korea),2023,"Hwasin Precision Co.,Ltd."
ASEAN?India?Korea,Mahindra & Mahindra,Mahindra Scorpio-N (India),2023,"Aisin Corporation (Formerly Aisin Seiki Co., Ltd.)"
ASEAN?India?Korea,Mahindra & Mahindra,Mahindra XUV700 (India),2023,"Aisin Corporation (Formerly Aisin Seiki Co., Ltd.)"
Japan,Mazda,Mazda2,2023,Ondo Corporation (Formerly Ondo Kosakusho)
ASEAN?India?Korea,Mazda,Mazda2 Hatchback (Thailand),2023,"Ondo Shinsho (Thailand) Co., Ltd."
ASEAN?India?Korea,Mazda,Mazda2 Sedan (Thailand),2023,"Ondo Shinsho (Thailand) Co., Ltd."
Japan,Mazda,Mazda3 Fastback,2023,Ondo Corporation (Formerly Ondo Kosakusho)
ASEAN?India?Korea,Mazda,Mazda3 Fastback (Thailand),2023,"Ondo Shinsho (Thailand) Co., Ltd."
Japan,Mazda,Mazda3 Sedan,2023,Ondo Corporation (Formerly Ondo Kosakusho)
ASEAN?India?Korea,Mazda,Mazda3 Sedan (Thailand),2023,"Ondo Shinsho (Thailand) Co., Ltd."
Europe,Mercedes-Benz,CLE (Germany),2023,Vibracoustic SE
Europe,Mercedes-Benz,E-Class (Germany),2023,Hoerbiger Holding AG
Europe,Mercedes-Benz,E-Class (Germany),2023,Hoerbiger Holding AG
Europe,Mercedes-Benz,E-Class (Germany),2023,KSM Castings Group GmbH
Europe,Mercedes-Benz,E-Class (Germany),2023,KSM Castings Group GmbH
Japan,Mitsubishi,Eclipse Cross PHEV,2023,GKN Driveline Tochigi Holdings KK
Japan,Mitsubishi,Outlander PHEV,2023,GKN Driveline Tochigi Holdings KK
ASEAN?India?Korea,Mitsubishi,Pajero Sport (Thailand),2023,"ATA Casting Technology Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Triton (Thailand),2023,"ATA Casting Technology Co., Ltd."
Japan,Nissan,Caravan Van,2023,JATCO Ltd.
Americas,Nissan,Pathfinder (USA),2023,ZF Friedrichshafen AG
China,SAIC GM,Chevrolet Blazer (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Chevrolet Blazer 48V Mild Hybrid (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Chevrolet Blazer Redline 48V Mild Hybrid (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Chevrolet Blazer RS 48V Mild Hybrid (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Century (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Cadillac CT4 (FR) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Enclave (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Enclave (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Enclave Avenir (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Envision Plus (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Envision Plus (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Envision Plus Avenir (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Envision S (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Envision S (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Envision S Avenir (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Envision S GS (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Chevrolet Equinox RS 48V Mild Hybrid (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Chevrolet Equinox RS 48V Mild Hybrid (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick GL8 Avenir 48V Mild Hybrid (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick GL8 ES Luzun (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick GL8 Land-based Business Class (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Cadillac GT4 (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Cadillac GT4 (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick LaCrosse (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick LaCrosse Avenir (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Chevrolet Malibu XL (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Regal (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Buick Regal GS (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Cadillac XT4 (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Cadillac XT5 (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Cadillac XT5 (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC GM,Cadillac XT6 (4WD) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC Maxus,Maxus Bull Demon King (4WD) (China),2023,"ZF Transmissions Shanghai Co., Ltd."
China,SAIC Maxus,Maxus D90 Pro Gasoline (4WD) (China),2023,"ZF Transmissions Shanghai Co., Ltd."
China,SAIC Maxus,Maxus D90 Pro Gasoline (FR) (China),2023,"ZF Transmissions Shanghai Co., Ltd."
China,SAIC Maxus,Maxus G20 ES Gasoline (FR) (China),2023,"ZF Transmissions Shanghai Co., Ltd."
China,SAIC Maxus,Maxus G20 PLUS Diesel (FR) (China),2023,"ZF Transmissions Shanghai Co., Ltd."
China,SAIC Maxus,Maxus G20 PLUS Gasoline (FR) (China),2023,"ZF Transmissions Shanghai Co., Ltd."
China,SAIC Maxus,Maxus G90 (FF) (China),2023,"Aisin Suzhou Co., Ltd. (Formerly AW Suzhou Co., Ltd.)"
China,SAIC Maxus,Maxus Territory (4WD) (China),2023,"ZF Transmissions Shanghai Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i5 (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC Passenger Vehicle,MG MG ONE-£\ (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC Passenger Vehicle,MG MG ONE-£] (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC Passenger Vehicle,MG MG ZS (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC Passenger Vehicle,MG MG7 (China),2023,"Shanghai Automobile Gear Works Co., Ltd. (SAGW)"
China,SAIC Passenger Vehicle,Roewe RX3 Pro (China),2023,"Ningbo Shenglong Automotive Powertrain System Co., Ltd."
China,SAIC Passenger Vehicle,Roewe RX9 (China),2023,"ZF Transmissions Shanghai Co., Ltd."
China,SAIC Volkswagen,Volkswagen ID.6 X (4WD) (China),2023,"GF Casting Solutions Kunshan Co., Ltd."
China,SAIC Volkswagen,Volkswagen ID.6 X (RR) (China),2023,"GF Casting Solutions Kunshan Co., Ltd."
China,SAIC Volkswagen,Volkswagen Lavida (FF) (China),2023,"Jiaxing KEM Electromagnetic Technology Co., Ltd."
China,SAIC Volkswagen,Volkswagen Lavida XR (FF) (China),2023,"Jiaxing KEM Electromagnetic Technology Co., Ltd."
China,SAIC Volkswagen,Volkswagen Polo Plus (FF) (China),2023,"Jiaxing KEM Electromagnetic Technology Co., Ltd."
China,SAIC Volkswagen,Volkswagen Santana (FF) (China),2023,"Jiaxing KEM Electromagnetic Technology Co., Ltd."
China,SAIC Volkswagen,Volkswagen Tharu (4WD) (China),2023,"Jiaxing KEM Electromagnetic Technology Co., Ltd."
China,SAIC Volkswagen,Volkswagen Tharu (FF) (China),2023,"Jiaxing KEM Electromagnetic Technology Co., Ltd."
Europe,SEAT,Leon (Spain),2023,Rollax GmbH & Co. KG
Japan,Suzuki,XBEE,2023,"Aisin Corporation (Formerly Aisin Seiki Co., Ltd.)"
Japan,Toyota,Crown Crossover RS,2023,"Aisin Corporation (Formerly Aisin Seiki Co., Ltd.)"
Japan,Toyota,Crown Crossover RS,2023,BluE Nexus Corporation
Japan,Toyota,Lexus LC500h,2023,"Aisin Corporation (Formerly Aisin Seiki Co., Ltd.)"
Japan,Toyota,Lexus LX600,2023,"Aisin Corporation (Formerly Aisin Seiki Co., Ltd.)"
Japan,Toyota,Lexus RX500h,2023,BluE Nexus Corporation
Americas,Toyota,Sequoia (USA),2023,"Aisin Corporation (Formerly Aisin Seiki Co., Ltd.)"
Americas,Toyota,Sequoia (USA),2023,Aisin World Corp. of America Inc.
Americas,Toyota,Tundra (USA),2023,Aisin World Corp. of America Inc.
Americas,Toyota,Tundra i-FORCE MAX (USA),2023,Aisin World Corp. of America Inc.
Europe,Volkswagen,ID. Buzz (Germany),2023,Georg Fischer AG
Europe,Volkswagen,ID. Buzz Cargo (Germany),2023,Georg Fischer AG
Europe,Volkswagen,ID.4 (Germany),2023,Georg Fischer AG
Europe,Volkswagen,ID.4 GTX (Germany),2023,Georg Fischer AG
Europe,Volkswagen,ID.5 (Germany),2023,Georg Fischer AG
Europe,Volkswagen,ID.5 GTX (Germany),2023,Georg Fischer AG
Europe,Volkswagen,ID.7 (Germany),2023,Georg Fischer AG
Europe,Alpina,B3 Limousine (Germany),2022,ZF Friedrichshafen AG
Europe,Alpina,B3 Touring (Germany),2022,ZF Friedrichshafen AG
Europe,Alpina,B4 Gran Coupe (Germany),2022,ZF Friedrichshafen AG
Europe,Alpina,B5 Limousine (Germany),2022,ZF Friedrichshafen AG
Europe,Alpina,B5 Touring (Germany),2022,ZF Friedrichshafen AG
Europe,Alpina,B7 (Germany),2022,ZF Friedrichshafen AG
Europe,Alpina,B8 Gran Coupe (Germany),2022,ZF Friedrichshafen AG
Europe,Alpina,D3 S Limousine (Germany),2022,ZF Friedrichshafen AG
Europe,Alpina,D3 S Touring (Germany),2022,ZF Friedrichshafen AG
Europe,Alpina,D4 S Gran Coupe (Germany),2022,ZF Friedrichshafen AG
Europe,Alpina,D5 S Limousine (Germany),2022,ZF Friedrichshafen AG
Americas,Alpina,XB7 (USA),2022,ZF Friedrichshafen AG
Americas,Alpina,XD3 (USA),2022,ZF Friedrichshafen AG
Americas,Alpina,XD4 (USA),2022,ZF Friedrichshafen AG
Europe,Aston Martin,V12 Vantage (UK),2022,ZF Friedrichshafen AG
Europe,Audi,e-tron GT (Germany),2022,Standard-Metallwerke GmbH
Europe,Aurus,Komendant (Russia),2022,KATE LLC
Europe,Bentley,Bentayga (UK),2022,ZF Friedrichshafen AG
Europe,BMW,3 Series (Germany),2022,ZF Friedrichshafen AG
Americas,BMW,3 Series (Mexico),2022,ZF Friedrichshafen AG
Europe,BMW,5 Series (Germany),2022,ZF Friedrichshafen AG
Europe,BMW,7 Series (Germany),2022,ZF Friedrichshafen AG
Europe,BMW,M3 (Germany),2022,ZF Friedrichshafen AG
Europe,BMW,M3 Touring (Germany),2022,ZF Friedrichshafen AG
Europe,BMW,M4 Cabriolet (Germany),2022,ZF Friedrichshafen AG
Europe,BMW,M4 Coupe (Germany),2022,ZF Friedrichshafen AG
Europe,BMW,M5 (Germany),2022,ZF Friedrichshafen AG
Americas,BMW,X3 (USA),2022,ZF Friedrichshafen AG
Americas,BMW,X4 (USA),2022,ZF Friedrichshafen AG
Europe,BMW,Z4 (Austria),2022,ZF Friedrichshafen AG
China,Changan,CS75 PLUS (FF) (China),2022,"Aisin Suzhou Co., Ltd. (Formerly AW Suzhou Co., Ltd.)"
China,Changan,CS75 PLUS (FF) (China),2022,"Aisin Suzhou Co., Ltd. (Formerly AW Suzhou Co., Ltd.)"
China,Changan,UNI-T (FF) (China),2022,"Aisin Suzhou Co., Ltd. (Formerly AW Suzhou Co., Ltd.)"
China,Changan,Oshan Z6 PHEV (FF) (China),2022,"BorgWarner PowerDrive systems (Suzhou) Co., Ltd. (Formerly Delphi Technologies (Suzhou) Co., Ltd.)"
Americas,Chrysler,300 (Canada),2022,"ZF Transmissions Gray Court, LLC"
